日付,借方勘定,借方金額,貸方勘定,貸方金額,備考
2025/02/05,接待交際費,"3,950",普通預金(振込など),"3,950",贈答品・謝礼　木山歩美夫婦へ菓子　ゆうちょダイレクトよりpituへ振込
2025/02/06,水道光熱費,"1,525",クレジットカード,"1,525","ガス代 20%2月分35㎥6,962+664=7,626円"
2025/02/06,接待交際費,"3,052",現金,"3,052",贈答品・謝礼　エフスタイルへ飲料　リカーマウンテン北大路下鴨店
2025/02/07,旅費交通費,"1,260",現金,"1,260",バス券代トーカイイオンモール北大路
2025/02/07,通信費,"3,436",クレジットカード,"3,436","ドコモ 80%2025年1月利用分4,296円"
2025/02/10,旅費交通費,"3,100",普通預金(引き落とし),"3,100",電車代pitapa2024年12月利用分SBIより引落
2025/02/11,金継仕事材料代・教室運営消耗品費,"6,941",クレジットカード,"6,941",漆以外の材料や道具類　筆　ボークス公式オンラインストア
2025/02/11,金継仕事材料代・教室運営消耗品費,"2,364",クレジットカード,"2,364",漆以外の材料や道具類　筆　Amazon
2025/02/13,水道光熱費,"2,266",現金,"2,266","灯油代40%40ℓ5,667円株式会社青山石油"
2025/02/14,消耗品費,"600",クレジットカード,"600",ソフトウェアtaxnote
2025/02/14,通信費,"2,381",クレジットカード,"2,381","NTT西日本40%2025年1月利用分5,954円"
2025/02/14,消耗品費,"380",UAセゾンクレジットカード,"380",MEGA地震予測(アプリ)Apple
2025/02/16,消耗品費,"599",クレジットカード,"599",日用品トイレペーパー無印良品イオンモール北大路店
2025/02/17,旅費交通費,"1,550",クレジットカード,"1,550",タクシー代UberMK
2025/02/17,現金,"21,000",好日居教室,"21,000","昼7夜5 1,750円×12名＝21,000円"
2025/02/18,現金,"3,200",金継ぎ材料・道具等販売,"3,200",宇佐見紀子さんスズ蒔きセット
2025/02/18,現金,"21,000",好日居教室,"21,000","昼7夜5 1,750円×12名＝21,000円"
2025/02/19,消耗品費,"1,050",クレジットカード,"1,050",事務用品プリンターインク　ヨドバシドットコム
2025/02/19,現金,"22,750",好日居教室,"22,750","昼9夜4 1,750円×13名＝22,750円"
2025/02/20,消耗品費,"513",クレジットカード,"513",日用品トイレ掃除用品ヨドバシ
2025/02/20,水道光熱費,"3,234",クレジットカード,"3,234","電気代30%2025年2月分376kwh10,780円"
2025/02/20,接待交際費,"1,980",クレジットカード,"1,980",贈答品・謝礼・お中元・お歳暮おためし線香　山田松香木店
2025/02/21,荷造運賃,"1,392",にゃんPay,"1,392",送料新潟のエフスタイルへ三井住友銀行引落
2025/02/21,消耗品費,"645",クレジットカード,"645",日用品ボタン電池Amazon
2025/02/23,水道光熱費,"1,080",クレジットカード,"1,080","灯油代40%20ℓ2,700円"
2025/02/24,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃40%10万円ゆうちょダイレクトより篠原さんに振込
2025/02/25,振込,"3,000",自宅金継仕事,"3,000",御菓子丸　杉山早陽子さん三井住友銀行振込
2025/02/28,振込,"34,000",自宅金継仕事,"34,000",緒方さんより三井住友銀行へ振込
2025/03/01,消耗品費,"990",UAセゾンクレジットカード,"990","Apple One ファミリーアカウント　50% 1,980円"
2025/03/02,美術館・お寺観覧代・器など(取材・研究費),"2,000",クレジットカード,"2,000",食器など(研究費)秦家書籍出版京都高島屋蔦屋イベント参加費
2025/03/02,接待交際費,"3,132",QUICPay,"3,132",土産代金継ぎ関係者へ菓子仙台国際空港
2025/03/03,荷造運賃,"202",現金,"202",切手代　トーカイイオンモール北大路店
2025/03/03,旅費交通費,"1,260",現金,"1,260",バス券代　トーカイイオンモール北大路店
2025/03/04,旅費交通費,"19,700",クレジットカード,"19,700",飛行機代新潟出張2025年10月5、7日搭乗分　伊丹⇄新潟　ANA
2025/03/05,旅費交通費,"2,220",クレジットカード,"2,220",電車代pitapa2025年1月利用分住信SBIネット銀行より引き落とし
2025/03/05,漆教室代(研究費),"17,500",現金,"17,500",加藤小兵衞商店2025年3月分
2025/03/05,金継仕事材料代・教室運営消耗品費,"2,200",現金,"2,200",漆以外の材料や道具類スズ粉代　加藤小兵衛商店
2025/03/05,荷造運賃,"1,673",にゃんPay,"1,673",送料出張荷物発送京都から新潟ヤマト運輸
2025/03/07,水道光熱費,"1,535",クレジットカード,"1,535","ガス代 20%2025年3月分35㎥7,012円+665=7,676円"
2025/03/08,消耗品費,"4,594",クレジットカード,"4,594",日用品洗剤　雑貨ショップラフィネ楽天市場店
2025/03/08,通信費,"3,434",クレジットカード,"3,434","ドコモ 80%2025年2月利用分4,293円"
2025/03/09,現金,"30,000",エフスタイル教室,"30,000","昼4夜6 3,000円×10名＝30,000円"
2025/03/10,現金,"27,000",エフスタイル教室,"27,000","昼5夜4 3,000円×9名＝27,000円"
2025/03/10,現金,"3,200",金継ぎ材料・道具等販売,"3,200",新潟　加藤富美江さんスズ蒔きセット
2025/03/10,現金,"1,500",金継ぎ材料・道具等販売,"1,500",新潟　市村真弥子さんケガキ針
2025/03/11,荷造運賃,"1,980",現金,"1,980",送料新潟出張荷物エフスタイル
2025/03/11,接待交際費,"4,500",現金,"4,500",贈答品好日居晴美さんへ大桃沙織氏のスプーンエフスタイル
2025/03/13,消耗品費,"268",クレジットカード,"268",事務用品布テープAmazon
2025/03/14,通信費,"2,416",クレジットカード,"2,416","NTT西日本40%2025年2月利用分6,042円"
2025/03/16,水道光熱費,"1,084",現金,"1,084","灯油代40%20ℓ2,710円シューワ株式会社"
2025/03/17,消耗品費,"600",クレジットカード,"600",ソフトウェアtaxnote Apple
2025/03/17,水道光熱費,"1,691",クレジットカード,"1,691","水道代 20%25㎥8,458円京都市上下水道局"
2025/03/17,旅費交通費,"1,050",現金,"1,050",バス券代トーカイイオンモール北大路店
2025/03/17,消耗品費,"99",現金,"99",日用品カーペットクリーナー用替えテープ
2025/03/17,消耗品費,"380",UAセゾンクレジットカード,"380",MEGA地震予測(アプリ)Apple
2025/03/18,接待交際費,"6,804",普通預金(振込など),"6,804",贈答品・エフスタイルへ食品　SBIより高橋畜産へ振込
2025/03/21,消耗品費,"297",クレジットカード,"297",事務用品筆記具Amazon
2025/03/21,消耗品費,"7,006",クレジットカード,"7,006",事務用品水引袋等銀座平つかウェブストア
2025/03/21,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃40%2025年4月分10万篠原さんへゆうちょより振込
2025/03/23,旅費交通費,"1,750",クレジットカード,"1,750",タクシー代Uber
2025/03/23,会議費(打合せ),"850",現金,"850",好日居アイス京都ジェラート&カフェえびす町
2025/03/23,接待交際費,"550",現金,"550",贈答品・謝礼　好日居にコロッケ差入れ肉の荒井亭
2025/03/24,金継仕事材料代・教室運営消耗品費,"4,785",クレジットカード,"4,785",漆以外の材料や道具類筆ボークス公式オンラインストア
2025/03/24,現金,"58,000",自宅金継仕事,"58,000",日本料理　研野さん
2025/03/24,現金,"17,500",好日居教室,"17,500","昼4夜6 1,750円×10名＝17,500円"
2025/03/24,水道光熱費,"3,912",クレジットカード,"3,912","電気代40%2025年3月分343kwh 9,782円"
2025/03/25,接待交際費,"1,450",現金,"1,450",土産代エフスタイルにマスタード近藤千晴
2025/03/25,現金,"3,200",金継ぎ材料・道具等販売,"3,200",松井文男さんスズセット
2025/03/25,現金,"3,200",金継ぎ材料・道具等販売,"3,200",松井文男さんスズ蒔きセット
2025/03/25,現金,"17,500",好日居教室,"17,500","昼6夜4 1,750円×10名＝17,500円"
2025/03/26,現金,"22,750",好日居教室,"22,750","昼7夜6 1,750円×13名＝22,750円"
2025/03/27,接待交際費,"1,122",普通預金(引き落とし),"1,122",手土産代岡田雅美邸へドライフルーツヨドバシドットコム
2025/03/28,旅費交通費,"1,050",現金,"1,050",バス券代トーカイイオンモール北大路店
2025/03/30,接待交際費,"1,800",QUICPay,"1,800",会食関美穂子、熊川紀子とPARIYA京都高島屋店
2025/03/30,接待交際費,"1,140",現金,"1,140",会食関美穂子、熊川紀子とPARIYA京都高島屋店
2025/03/31,消耗品費,"990",UAセゾンクレジットカード,"990","Apple One ファミリーアカウント　50% 1,980円"
2025/04/02,漆教室代(研究費),"15,000",現金,"15,000",加藤小兵衞商店2025年4月漆教室受講料
2025/04/03,接待交際費,"760",クレジットカード,"760","贈答品・謝礼トニックウォーター2本岡田雅美さんへ(合計8,979円Amazonペイで支払い)GIN BOTTLE SHOP"
2025/04/04,美術館・お寺観覧代・器など(取材・研究費),"3,300",現金,"3,300",美術館・お寺観覧nintendoMuseum入館料　関今日平くんに支払い
2025/04/04,美術館・お寺観覧代・器など(取材・研究費),"2,000",クレジットカード,"2,000",花札作り体験Nintendo museum
2025/04/04,接待交際費,"2,100",クレジットカード,"2,100",会食ニンテンドーミュージアムハテナバーガー
2025/04/04,消耗品費,"8,415",クレジットカード,"8,415",事務用品ニンテンドーミュージアム
2025/04/07,水道光熱費,"1,488",クレジットカード,"1,488","ガス代 20%2025年4月分32㎥6,776円+664円=7,440円"
2025/04/08,消耗品費,"600",クレジットカード,"600",ソフトウェアtaxnote Apple
2025/04/09,通信費,"3,434",クレジットカード,"3,434","ドコモ 80%2025年3月利用分4,293円"
2025/04/10,旅費交通費,"1,030",普通預金(引き落とし),"1,030",電車代2025年2月分pitapa
2025/04/10,荷造運賃,"1,673",にゃんPay,"1,673",送料新潟出張荷物ヤマト運輸
2025/04/11,振込,"75,000",自宅金継仕事,"75,000",緒方さん三井住友銀行振込
2025/04/13,接待交際費,"1,296",QUICPay,"1,296",土産代新潟教室八ツ橋おたべ大阪国際空港店
2025/04/13,現金,"200",金継ぎ材料・道具等販売,"200",石田美由紀さんダイヤモンドヤスリ
2025/04/13,現金,"200",金継ぎ材料・道具等販売,"200",斉藤絵里さんダイヤモンドヤスリ
2025/04/13,現金,"27,000",エフスタイル教室,"27,000","昼4夜5 3,000円×9名＝27,000円"
2025/04/14,現金,"1,100",金継ぎ材料・道具等販売,"1,100",林睦さんサビ漆10g
2025/04/14,現金,"24,000",エフスタイル教室,"24,000","昼5夜3 3,000円×8名＝24,000円"
2025/04/14,通信費,"2,381",クレジットカード,"2,381","NTT西日本40%2025年3月利用分5,954円"
2025/04/15,接待交際費,"1,368",クレジットカード,"1,368",贈答品・謝礼　エフスタイルへ煎り豆　Amazon
2025/04/15,旅費交通費,"840",現金,"840",バス券代トーカイイオンモール北大路店
2025/04/15,荷造運賃,"1,100",現金,"1,100",送料新潟出張荷物エフスタイル
2025/04/16,荷造運賃,"870",にゃんPay,"870",送料新潟エフスタイルへ食品発送ヤマト運輸
2025/04/17,金継仕事材料代・教室運営消耗品費,"149",クレジットカード,"149",漆以外の材料や道具類ティッシュAmazon
2025/04/17,振込,"23,000",自宅金継仕事,"23,000",池邉祥子さん器金継ぎ三井住友銀行に振込
2025/04/20,荷造運賃,"990",普通預金(振込など),"990","送料新潟出張荷物　SBIよりエフスタイルに振込6,840円"
2025/04/20,接待交際費,"2,100",普通預金(振込など),"2,100","贈答品・謝礼　おやつセット　SBIよりエフスタイルへ振込6,840円"
2025/04/21,現金,"17,500",好日居教室,"17,500","昼5夜5 1,750円×10名＝17,500円"
2025/04/21,水道光熱費,"2,428",クレジットカード,"2,428","電気代40%4月分208kwh 6,070円"
2025/04/22,金継仕事材料代・教室運営消耗品費,"3,740",クレジットカード,"3,740",漆以外の材料や道具類気固めエース有限会社モノ・モノ
2025/04/22,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃40%2025年5月分10万年ゆうちょダイレクトで篠原さんに振込
2025/04/22,現金,"15,750",好日居教室,"15,750","昼5夜4 1,750円×9名＝15,750円"
2025/04/22,消耗品費,"380",UAセゾンクレジットカード,"380",MEGA地震予測(アプリ)Apple
2025/04/23,現金,"15,750",好日居教室,"15,750","昼5夜4 1,750円×9名＝15,750円"
2025/04/25,現金,"30,000",自宅金継仕事,"30,000",直珈琲マグカップ1つ
2025/04/26,接待交際費,"10,000",現金,"10,000",会食伊藤世理奈さんとユーゲ
2025/04/29,消耗品費,"330",QUICPay,"330",事務用品ラッピング用品ダイソー洛北阪急スクエア店
2025/05/01,美術館・お寺観覧代・器など(取材・研究費),"6,000",クレジットカード,"6,000",美術館・お寺観覧大阪万博入場料
2025/05/01,接待交際費,"864",QUICPay,"864",土産代エフスタイルへ菓子La klassique
2025/05/01,会議費(打合せ),"3,718",QUICPay,"3,718","関美穂子と。茶菓子2,750+968=3,718円La CLASSIQUE"
2025/05/01,消耗品費,"990",UAセゾンクレジットカード,"990","Apple One ファミリーアカウント　50% 1,980円"
2025/05/03,消耗品費,"1,320",現金,"1,320",日用品食器洗浄用スポンジ（有）藤山商店(イオンモール北大路内にて)
2025/05/05,美術館・お寺観覧代・器など(取材・研究費),"2,300",クレジットカード,"2,300",美術館・お寺観覧モネ展観覧料　京セラ美術館
2025/05/05,旅費交通費,"1,260",現金,"1,260",バス券代　トーカイイオンモール北大路店
2025/05/08,荷造運賃,"1,637",にゃんPay,"1,637",送料新潟出張荷物ヤマト運輸
2025/05/09,水道光熱費,"1,413",クレジットカード,"1,413","ガス代 20%5月分29㎥6,405+664=7,069円"
2025/05/10,通信費,"3,434",クレジットカード,"3,434","ドコモ 80%2025年4月利用分4,293円"
2025/05/11,現金,"27,000",エフスタイル教室,"27,000","昼3夜6 3,000円×9名＝27,000円"
2025/05/11,現金,"1,500",金継ぎ材料・道具等販売,"1,500",牧野千賀子さん塗筆2本
2025/05/11,現金,"3,300",金継ぎ材料・道具等販売,"3,300",大崎加代子さん錫蒔きセット
2025/05/12,旅費交通費,"4,360",普通預金(引き落とし),"4,360",電車代pitapa3月分住信SBIネット銀行より引き落とし
2025/05/12,金継仕事材料代・教室運営消耗品費,"2,583",クレジットカード,"2,583",漆以外の材料や道具類ケガキ針Amazon
2025/05/12,現金,"30,000",エフスタイル教室,"30,000","昼5夜5 3,000円×10名＝30,000円"
2025/05/12,現金,"1,700",金継ぎ材料・道具等販売,"1,700","村田良美さんダイヤモンドヤスリ200円ケガキ針1,500円"
2025/05/12,接待交際費,"2,484",現金,"2,484",土産代エフスタイルへごま祇園むら田
2025/05/13,荷造運賃,"1,870",現金,"1,870",送料新潟出張荷物エフスタイル
2025/05/13,旅費交通費,"1,050",現金,"1,050",バス券代トーカイイオンモール北大路店
2025/05/13,接待交際費,"3,050",QUICPay,"3,050",土産代新潟の食品ナチュレ片山
2025/05/13,接待交際費,"1,404",クレジットカード,"1,404",土産代菓子　伊丹空街
2025/05/14,消耗品費,"600",クレジットカード,"600",ソフトウェアtaxnote Apple 
2025/05/14,振込,"57,000",自宅金継仕事,"57,000",緒方さん三井住友銀行へ振込
2025/05/14,消耗品費,"380",UAセゾンクレジットカード,"380",MEGA地震予測(アプリ)Apple
2025/05/15,通信費,"2,381",クレジットカード,"2,381","NTT西日本40%2025年4月利用分5,954円"
2025/05/16,水道光熱費,"1,755",クレジットカード,"1,755","水道代 20%令和7年度1期3/18〜5/16 36㎥　8,777円　京都市上下水道局"
2025/05/17,消耗品費,"348",クレジットカード,"348",日用品お茶パックヨドバシドットコム
2025/05/19,旅費交通費,"1,650",クレジットカード,"1,650",タクシー代UberMK自宅から好日居
2025/05/19,現金,"21,000",好日居教室,"21,000","昼7夜5 1,750×12名＝21,000円"
2025/05/20,現金,"19,250",好日居教室,"19,250","昼6夜5 1,750×11名＝19,250円"
2025/05/21,現金,"21,000",好日居教室,"21,000","昼8夜4 1,750円×12名＝21,000円"
2025/05/22,金継仕事材料代・教室運営消耗品費,"900",クレジットカード,"900",漆以外の材料や道具類マスキングテープ　ヨドバシドットコム
2025/05/22,水道光熱費,"1,337",クレジットカード,"1,337","電気代40%5月分113kwh3,343円"
2025/05/23,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃40%ゆうちょダイレクトより篠原さんに6月分10万円振込
2025/05/23,消耗品費,"330",クレジットカード,"330",日用品キッチンハイターAmazon
2025/05/24,接待交際費,"3,100",クレジットカード,"3,100",土産代竹村明子さんにロールケーキLe petit bleu
2025/05/25,接待交際費,"1,019",クレジットカード,"1,019",土産代エフスタイルへグリーンカレー坂の途中
2025/05/25,接待交際費,"1,120",クレジットカード,"1,120",贈答品　エフスタイルへ石鹸　MARKS&WEB
2025/05/26,消耗品費,"2,160",クレジットカード,"2,160",日用品充電池Amazon
2025/05/27,金継仕事材料代・教室運営消耗品費,"8,415",普通預金(振込など),"8,415",漆　三井住友ダイレクトより加藤小兵衛商店へ振込
2025/05/29,荷造運賃,"1,673",にゃんPay,"1,673",送料新潟出張荷物　ヤマト運輸
2025/05/29,消耗品費,"360",クレジットカード,"360",日用品トイレペーパー無印良品イオン北大路店
2025/05/30,接待交際費,"3,600",現金,"3,600",会食　熊川紀子さんとtardes
2025/05/30,消耗品費,"990",UAセゾンクレジットカード,"990","Apple One ファミリーアカウント　50% 1,980円"
2025/05/31,金継仕事材料代・教室運営消耗品費,"660",クレジットカード,"660",その他金継ぎ関係の諸々ピン　Amazon
2025/05/31,振込,"50,000",自宅金継仕事,"50,000",十牛庵(ひらまつ〈高増くん〉)三井住友銀行に振込あり
2025/06/01,現金,"36,000",エフスタイル教室,"36,000","昼5夜7 3,000×12名＝36,000円"
2025/06/01,接待交際費,"2,750",現金,"2,750",会食新潟エフスタイル金継ぎメンバー　森田康子さんに飲食代支払い
2025/06/02,現金,"30,000",エフスタイル教室,"30,000","昼5夜5 3,000円×10名＝30,000円"
2025/06/03,消耗品費,"364",クレジットカード,"364",日用品漂白剤ヨドバシドットコム
2025/06/03,消耗品費,"2,468",クレジットカード,"2,468",日用品　物干し　アイリスオーヤマ楽天市場店
2025/06/03,荷造運賃,"2,200",現金,"2,200",送料新潟出張荷物　エフスタイル
2025/06/03,消耗品費,"25,250",現金,"25,250",事務用品封筒類、ときわさんのエッチング作品など　エフスタイル
2025/06/04,漆教室代(研究費),"15,000",現金,"15,000",加藤小兵衞商店2025年6月漆教室受講料
2025/06/05,消耗品費,"3,998",クレジットカード,"3,998",日用品　かぶれ対策加熱ペン　Amazon
2025/06/05,旅費交通費,"1,260",現金,"1,260",バス券代　トーカイイオンモール北大路店
2025/06/05,消耗品費,"1,490",クレジットカード,"1,490",日用品　教室用飲料保冷ホルダー　無印良品イオンモール北大路店
2025/06/05,消耗品費,"290",クレジットカード,"290",日用品　防虫品　無印良品北大路店
2025/06/06,水道光熱費,"1,057",クレジットカード,"1,057","ガス代 20%6月分19㎥4,622円+664円＝5,286円"
2025/06/08,消耗品費,"8,800",楽天クレジットカード,"8,800",日用品　業務品運搬用具　楽天グループ株式会社
2025/06/09,振込,"69,500",自宅金継仕事,"69,500",十牛庵(ひらまつ〈高増くん〉)三井住友銀行に振込あり
2025/06/09,旅費交通費,"1,890",クレジットカード,"1,890",タクシー代Uber自宅から好日居教室
2025/06/09,消耗品費,"2,329",paypay,"2,329",日用品布巾幡inoueYahoo!店
2025/06/09,現金,"21,000",好日居教室,"21,000","昼6夜6 1,750円×12名＝21,000円"
2025/06/09,通信費,"3,434",クレジットカード,"3,434","ドコモ 80%2025年5月利用分4,293円"
2025/06/10,旅費交通費,"3,730",普通預金(引き落とし),"3,730",電車代pitapa2025年4月利用分
2025/06/10,現金,"200",金継ぎ材料・道具等販売,"200",山路志乃さんダイヤモンドヤスリ
2025/06/10,現金,"200",金継ぎ材料・道具等販売,"200",伊貝麻恵さんダイヤモンドヤスリ
2025/06/10,現金,"15,750",好日居教室,"15,750","昼5夜4 1,750円×9名＝15,750円"
2025/06/10,消耗品費,"2,297",クレジットカード,"2,297","日用品洗剤4,594円の50%雑貨ショップラフィネ楽天市場店"
2025/06/11,現金,"4,000",自宅金継仕事,"4,000",池邉祥子さん皿1枚
2025/06/11,旅費交通費,"2,100",クレジットカード,"2,100",タクシー代Uber好日居教室から自宅
2025/06/11,現金,"17,500",好日居教室,"17,500","昼6夜4 1,750円×10名＝17,500円"
2025/06/12,消耗品費,"3,280",クレジットカード,"3,280","日用品ハンディファン2点1,290円+1,990円=3,280円無印良品イオンモール北大路店"
2025/06/12,旅費交通費,"1,050",現金,"1,050",バス券代　トーカイイオンモール北大路
2025/06/13,接待交際費,"6,094",QUICPay,"6,094",会食好日居教室松井さん雅美さんとla KLASSIQUE
2025/06/13,消耗品費,"7,032",クレジットカード,"7,032",日用品什器バスケットアーバンリサーチ
2025/06/14,消耗品費,"600",クレジットカード,"600",ソフトウェアtaxnote
2025/06/14,消耗品費,"3,356",クレジットカード,"3,356",日用品ハンディファンインテリアショップ r oomy楽天市場店
2025/06/14,通信費,"2,381",クレジットカード,"2,381","NTT西日本40%2025年5月利用分5,954円"
2025/06/15,消耗品費,"660",QUICPay,"660",事務用品メッセージカード大垣書店イオンモール北大路
2025/06/16,接待交際費,"1,300",クレジットカード,"1,300",贈答品エフスタイルへ豆amazon
2025/06/16,消耗品費,"2,790",クレジットカード,"2,790",日用品コードレスデスクファン無印良品イオンモール北大路店
2025/06/16,消耗品費,"290",クレジットカード,"290",事務用品シリコンマルチバンド無印良品イオンモール北大路
2025/06/17,消耗品費,"52,800",クレジットカード,"52,800",日用品バルミューダ扇風機BALMUDA
2025/06/17,消耗品費,"330",クレジットカード,"330",日用品掃除シートヨドバシドットコム
2025/06/18,消耗品費,"400",現金,"400",京都大型ゴミ手数料券(扇風機)セブンイレブン京都松原麩屋長店
2025/06/19,旅費交通費,"500",現金,"500",タクシー代自宅から秦家彌榮自動車（株）
2025/06/19,接待交際費,"2,000",現金,"2,000",会食熊川紀子さんと近藤千晴さんのお店haleにて
2025/06/19,消耗品費,"2,000",現金,"2,000",日用品扇風機修理代　棚橋電気商会
2025/06/19,水道光熱費,"1,459",クレジットカード,"1,459","電気代40%2025年6月分124kwh3,649円"
2025/06/22,消耗品費,"658",paypay,"658",日用品重曹NICHIGA Yahoo!店
2025/06/22,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃40%ゆうちょダイレクトより篠原さんに2025年7月分振10万円込
2025/06/24,接待交際費,"6,601",クレジットカード,"6,601",贈答品・謝礼・お中元エフスタイルへワイン　ヒトミワイナリー
2025/06/26,振込,"8,500",自宅金継仕事,"8,500",湯呑み2点繕い池辺京子さん(祥子ちゃん母)三井住友銀行に振込あり
2025/06/26,消耗品費,"660",QUICPay,"660",事務用品メッセージカード大垣書店イオンモール北大路店
2025/06/26,旅費交通費,"840",現金,"840",バス券代トーカイイオンモール北大路店
2025/06/26,接待交際費,"5,359",UAセゾンクレジットカード,"5,359",贈答品・謝礼・お中元　山形の佐藤家へ豆腐セット　坂の途中
2025/06/26,接待交際費,"2,679",UAセゾンクレジットカード,"2,679",贈答品・謝礼・お中元　福島佐藤博光ファミリーへ豆腐セット　坂の途中
2025/06/28,消耗品費,"25,575",クレジットカード,"25,575",事務用品　プリンター　ヤマダ電気楽天市場店
2025/06/28,消耗品費,"480",クレジットカード,"480",事務用品シールはがしamazon
2025/06/29,消耗品費,"400",現金,"400",京都市ゴミ処理券(プリンター)ローソン烏丸北大路店
2025/06/30,現金,"13,200",金継ぎ材料・道具等販売,"13,200",高増伸哉さん金蒔きセット
2025/06/30,金継仕事材料代・教室運営消耗品費,"498",クレジットカード,"498",漆以外の材料や道具類接着剤アロンアルファ　ヨドバシドットコム
2025/06/30,消耗品費,"990",UAセゾンクレジットカード,"990","Apple Oneファミリーアカウント1,980円の50%"
2025/07/01,現金,"35,000",自宅金継仕事,"35,000",日本料理　研野さん　お皿2枚
2025/07/02,金継仕事材料代・教室運営消耗品費,"360",現金,"360",漆以外の材料や道具類好日居教室用ティッシュセブンイレブン京都平安神宮前店
2025/07/03,消耗品費,"1,060",クレジットカード,"1,060",日用品ライターAmazon
2025/07/03,接待交際費,"720",クレジットカード,"720","贈答品・謝礼・お中元エフスタイルへお菓子合計11,743円のうちの720円坂の途中坂の途中"
2025/07/04,消耗品費,"4,111",クレジットカード,"4,111","PC,スマホ関係　固定電話機10,278円40%イーベストPC家電館楽天市場店"
2025/07/05,接待交際費,"3,936",paypay,"3,936",贈答品・謝礼・お中元エフスタイルへアイス森徳蔵.comヤフー店
2025/07/05,接待交際費,"3,289",QUICPay,"3,289",会食関美穂子さんとlaKLASSIQUE
2025/07/06,消耗品費,"600",クレジットカード,"600",ソフトウェアtaxnote Apple
2025/07/07,消耗品費,"1,180",クレジットカード,"1,180",事務用品印鑑Amazon
2025/07/07,水道光熱費,"923",クレジットカード,"923","ガス代 20%2025年7月分16㎥3,955円+664円＝4,619円"
2025/07/08,現金,"15,000",自宅金継仕事,"15,000",直珈琲4点
2025/07/08,消耗品費,"3,050",QUICPay,"3,050",事務用品切手日本郵便株式会社
2025/07/09,旅費交通費,"6,300",クレジットカード,"6,300",飛行機代新潟出張2025年11月9日搭乗分伊丹から新潟へANA
2025/07/09,旅費交通費,"440",クレジットカード,"440",飛行機代2025年11/9搭乗分チケット買い直し手数料ANA
2025/07/09,旅費交通費,"440",クレジットカード,"440",飛行機代2025年11/11搭乗分チケット買い直し手数料ANA
2025/07/09,旅費交通費,"8,040",クレジットカード,"8,040",飛行機代新潟出張2025年11月11日搭乗分新潟から伊丹へANA
2025/07/09,旅費交通費,"440",クレジットカード,"440","飛行機代2025年12/7,9チケット予約買い直し手数料ANA"
2025/07/09,旅費交通費,"8,040",クレジットカード,"8,040",飛行機代新潟出張2025年12月7日搭乗分伊丹から新潟ANA
2025/07/09,旅費交通費,"9,690",クレジットカード,"9,690",飛行機代新潟出張2025年12月9日搭乗分新潟から伊丹ANA
2025/07/09,消耗品費,"172",クレジットカード,"172",事務用品ペン　ヨドバシドットコム
2025/07/09,通信費,"3,782",UAセゾンクレジットカード,"3,782","ドコモ 80%2025年6月利用分4,728円"
2025/07/10,旅費交通費,"3,697",普通預金(引き落とし),"3,697",電車代pitapa5月利用分SBIより引き落とし
2025/07/11,荷造運賃,"1,121",にゃんPay,"1,121",送料エフスタイルに贈答品発送ヤマト運輸
2025/07/14,通信費,"2,382",UAセゾンクレジットカード,"2,382","NTT西日本40%2025年6月利用分5,954円"
2025/07/14,水道光熱費,"1,819",UAセゾンクレジットカード,"1,819","水道代 20%2025年5/17〜7/14 37㎥9,096円"
2025/07/16,新聞図書費 ,"1,167",楽天クレジットカード,"1,167",「日本という方法」VALUE BOOKS楽天店
2025/07/18,水道光熱費,"2,478",UAセゾンクレジットカード,"2,478","電気代40%7月分205kwh 6,194円"
2025/07/21,消耗品費,"380",UAセゾンクレジットカード,"380",MEGA地震予測(アプリ)Apple
2025/07/22,振込,"30,000",自宅金継仕事,"30,000",池辺京子(祥子ちゃん母)器2ケ繕代三井住友銀行振込アリ
2025/07/23,地代家賃,"40,000",普通預金(振込など),"40,000",事務所家賃40%2025年8月分10万円ゆうちょダイレクトより篠原さんへ振込
2025/07/23,消耗品費,"110",現金,"110",事務用品　筆記具　MDaysイオンモール北大路店
2025/07/25,接待交際費,"4,637",UAセゾンクレジットカード,"4,637",贈答品・謝礼・お中元　佐藤果樹園にアイス　森林ノ牧場
2025/07/25,接待交際費,"770",QUICPay,"770",手土産代　保冷剤や保冷バック　キャンドゥイオン北大路店
2025/07/25,消耗品費,"2,670",QUICPay,"2,670",事務用品　小分けポーチ　無印良品イオンモール北大路店
2025/07/25,金継仕事材料代・教室運営消耗品費,"1,300",UAセゾンクレジットカード,"1,300",その他金継ぎ関係の諸々ハンドソープMARKS&WEB
2025/07/27,消耗品費,"399",現金,"399",日用品　ステンレス物干　ニトリイオンモール北大路店
2025/07/29,消耗品費,"680",UAセゾンクレジットカード,"680",日用品　ボタン電池　生鮮館なかむら下鴨店
2025/07/31,消耗品費,"990",UAセゾンクレジットカード,"990",Apple One ファミリーアカウント　50% 1980円
2025/08/01,消耗品費,"1,236",UAセゾンクレジットカード,"1,236",日用品トイレットペーパーAmazon
2025/08/01,消耗品費,"8,616",楽天クレジットカード,"8,616",日用品　業務品運搬用具　丸井楽天市場店
